2009-352,Paris Masters,Hard,48,1085
2009-416,Rome Masters,Clay,56,973
2009-422,Cincinnati Masters,Hard,56,1029
2009-421,Canada Masters,Hard,56,26111
2010-1536,Madrid Masters,Clay,56,1978
2010-352,Paris Masters,Hard,48,2048
2010-421,Canada Masters,Hard,56,2012
2010-422,Cincinnati Masters,Hard,56,2014
2010-404,Indian Wells Masters,Hard,96,1958
2010-403,Miami Masters,Hard,96,1960
2010-410,Monte Carlo Masters,Clay,56,1966
2010-416,Rome Masters,Clay,56,1970
